uri,startLine,endLine,id,name,text
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,144,209,slither_0_11_3_weak_prng,weak-prng,"FinancialPoolManager.payInstallment(uint256) (../sb/Consorcio_F.sol#144-209) uses a weak PRNG: ""randomIndex = uint256(keccak256(bytes)(abi.encodePacked(block.timestamp,poolId))) % eligibleCount (../sb/Consorcio_F.sol#187)"" 
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,120,120,slither_0_11_3_uninitialized_local,uninitialized-local,"FinancialPoolManager.leavePool(uint256).index (../sb/Consorcio_F.sol#120) is a local variable never initialized
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,81,90,slither_0_11_3_timestamp,timestamp,"FinancialPoolManager.deletePool(uint256) (../sb/Consorcio_F.sol#81-90) uses timestamp for comparisons
	Dangerous comparisons:
	- require(bool,string)(msg.sender == pool.owner,Only the owner can delete the pool) (../sb/Consorcio_F.sol#84)
	- require(bool,string)(keccak256(bytes)(abi.encodePacked(pool.status)) == keccak256(bytes)(abi.encodePacked(accepting_participants)),Pool is not in accepting_participants status) (../sb/Consorcio_F.sol#85)
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,144,209,slither_0_11_3_timestamp,timestamp,"FinancialPoolManager.payInstallment(uint256) (../sb/Consorcio_F.sol#144-209) uses timestamp for comparisons
	Dangerous comparisons:
	- require(bool,string)(keccak256(bytes)(abi.encodePacked(pool.status)) == keccak256(bytes)(abi.encodePacked(active)),Pool is not active) (../sb/Consorcio_F.sol#147)
	- require(bool,string)(msg.value == pool.installmentValue,Incorrect payment amount) (../sb/Consorcio_F.sol#158)
	- pool.participantsInfo[msg.sender].payments >= duePayments && ! pool.participantsInfo[msg.sender].received (../sb/Consorcio_F.sol#167)
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,115,142,slither_0_11_3_timestamp,timestamp,"FinancialPoolManager.leavePool(uint256) (../sb/Consorcio_F.sol#115-142) uses timestamp for comparisons
	Dangerous comparisons:
	- require(bool,string)(keccak256(bytes)(abi.encodePacked(pool.status)) == keccak256(bytes)(abi.encodePacked(accepting_participants)),Pool is not accepting participants) (../sb/Consorcio_F.sol#118)
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,92,113,slither_0_11_3_timestamp,timestamp,"FinancialPoolManager.participateInPool(uint256) (../sb/Consorcio_F.sol#92-113) uses timestamp for comparisons
	Dangerous comparisons:
	- require(bool,string)(keccak256(bytes)(abi.encodePacked(pool.status)) == keccak256(bytes)(abi.encodePacked(accepting_participants)),Pool is not accepting participants) (../sb/Consorcio_F.sol#95)
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,68,79,slither_0_11_3_timestamp,timestamp,"FinancialPoolManager.activatePool(uint256) (../sb/Consorcio_F.sol#68-79) uses timestamp for comparisons
	Dangerous comparisons:
	- require(bool,string)(msg.sender == pool.owner,Only the owner can activate the pool) (../sb/Consorcio_F.sol#71)
	- require(bool,string)(keccak256(bytes)(abi.encodePacked(pool.status)) == keccak256(bytes)(abi.encodePacked(accepting_participants)),Pool is not in accepting_participants status) (../sb/Consorcio_F.sol#72)
	- require(bool,string)(pool.totalParticipants >= pool.minParticipants,Not enough participants) (../sb/Consorcio_F.sol#73)
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,8,8,slither_0_11_3_solc_version,solc-version,"Version constraint ^0.8.0 contains known severe issues (https://solidity.readthedocs.io/en/latest/bugs.html)
	- FullInlinerNonExpressionSplitArgumentEvaluationOrder
	- MissingSideEffectsOnSelectorAccess
	- AbiReencodingHeadOverflowWithStaticArrayCleanup
	- DirtyBytesArrayToStorage
	- DataLocationChangeInInternalOverride
	- NestedCalldataArrayAbiReencodingSizeValidation
	- SignedImmutables
	- ABIDecodeTwoDimensionalArrayMemory
	- KeccakCaching.
It is used by:
	- ^0.8.0 (../sb/Consorcio_F.sol#8)
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,144,209,slither_0_11_3_reentrancy_unlimited_gas,reentrancy-unlimited-gas,"Reentrancy in FinancialPoolManager.payInstallment(uint256) (../sb/Consorcio_F.sol#144-209):
	External calls:
	- address(winner).transfer(pool.goodValue) (../sb/Consorcio_F.sol#196)
	State variables written after the call(s):
	- pool.status = finished (../sb/Consorcio_F.sol#202)
	Event emitted after the call(s):
	- InstallmentPaid(poolId,msg.sender,msg.value) (../sb/Consorcio_F.sol#208)
	- PoolFinished(poolId) (../sb/Consorcio_F.sol#203)
	- WinnerSelected(poolId,winner,pool.goodValue) (../sb/Consorcio_F.sol#198)
"
/home/ryan/Documents/LLM/Code/LeChat/Consorcio_F.sol,225,225,oyente_060ca34_Integer_Overflow,Integer Overflow,Integer Overflow
