uri,startLine,endLine,id,name,text
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_incorrect_exp,incorrect-exp,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) has bitwise-xor operator ^ instead of the exponentiation operator **: 
	 - inverse = (3 * denominator) ^ 2 (../sb/Cartorio_F.sol#2580)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- denominator = denominator / twos (../sb/Cartorio_F.sol#2565)
	- inverse *= 2 - denominator * inverse (../sb/Cartorio_F.sol#2587)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2638,2684,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.invMod(uint256,uint256) (../sb/Cartorio_F.sol#2638-2684) performs a multiplication on the result of a division:
	- quotient = gcd / remainder (../sb/Cartorio_F.sol#2660)
	- (gcd,remainder) = (remainder,gcd - remainder * quotient) (../sb/Cartorio_F.sol#2662-2669)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- denominator = denominator / twos (../sb/Cartorio_F.sol#2565)
	- inverse *= 2 - denominator * inverse (../sb/Cartorio_F.sol#2588)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- denominator = denominator / twos (../sb/Cartorio_F.sol#2565)
	- inverse *= 2 - denominator * inverse (../sb/Cartorio_F.sol#2589)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- denominator = denominator / twos (../sb/Cartorio_F.sol#2565)
	- inverse *= 2 - denominator * inverse (../sb/Cartorio_F.sol#2584)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- denominator = denominator / twos (../sb/Cartorio_F.sol#2565)
	- inverse = (3 * denominator) ^ 2 (../sb/Cartorio_F.sol#2580)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- low = low / twos (../sb/Cartorio_F.sol#2568)
	- result = low * inverse (../sb/Cartorio_F.sol#2595)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- denominator = denominator / twos (../sb/Cartorio_F.sol#2565)
	- inverse *= 2 - denominator * inverse (../sb/Cartorio_F.sol#2585)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,2527,2598,slither_0_11_3_divide_before_multiply,divide-before-multiply,"Math.mulDiv(uint256,uint256,uint256) (../sb/Cartorio_F.sol#2527-2598) performs a multiplication on the result of a division:
	- denominator = denominator / twos (../sb/Cartorio_F.sol#2565)
	- inverse *= 2 - denominator * inverse (../sb/Cartorio_F.sol#2586)
"
/home/ryan/Documents/LLM/Code/Qwen/Cartorio_F.sol,4966,4969,slither_0_11_3_tautology,tautology,"RealEstateNotary._exists(uint256) (../sb/Cartorio_F.sol#4966-4969) contains a tautology or contradiction:
	- 0 <= tokenId && tokenId < $._nextTokenId (../sb/Cartorio_F.sol#4968)
"
