uri,startLine,endLine,id,name,text
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,263,386,slither_0_11_3_locked_ether,locked-ether,"Contract locking ether found:
	Contract Exchange (../sb/Wallet_F.sol#263-386) has payable functions:
	 - Exchange.exchange(address,string,address,uint256) (../sb/Wallet_F.sol#312-344)
	But does not have a function to withdraw the ether
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,715,718,slither_0_11_3_unused_return,unused-return,"Wallet.getExchangeRate(string) (../sb/Wallet_F.sol#715-718) ignores return value by oracle.readRate(symbol) (../sb/Wallet_F.sol#717)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,726,729,slither_0_11_3_unused_return,unused-return,"Wallet.requestExchangeRate(string) (../sb/Wallet_F.sol#726-729) ignores return value by oracle.requestRate(symbol) (../sb/Wallet_F.sol#728)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,695,695,slither_0_11_3_shadowing_local,shadowing-local,"Wallet.getExchangeAvailability(string).exchange (../sb/Wallet_F.sol#695) shadows:
	- Wallet.exchange(string,address,uint256) (../sb/Wallet_F.sol#491-518) (function)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,784,784,slither_0_11_3_shadowing_local,shadowing-local,"Wallet.addCurrency(string).exchange (../sb/Wallet_F.sol#784) shadows:
	- Wallet.exchange(string,address,uint256) (../sb/Wallet_F.sol#491-518) (function)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,793,793,slither_0_11_3_shadowing_local,shadowing-local,"Wallet.removeCurrency(string).exchange (../sb/Wallet_F.sol#793) shadows:
	- Wallet.exchange(string,address,uint256) (../sb/Wallet_F.sol#491-518) (function)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,775,775,slither_0_11_3_shadowing_local,shadowing-local,"Wallet.updateBridge(string).exchange (../sb/Wallet_F.sol#775) shadows:
	- Wallet.exchange(string,address,uint256) (../sb/Wallet_F.sol#491-518) (function)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,499,499,slither_0_11_3_shadowing_local,shadowing-local,"Wallet.exchange(string,address,uint256).exchange (../sb/Wallet_F.sol#499) shadows:
	- Wallet.exchange(string,address,uint256) (../sb/Wallet_F.sol#491-518) (function)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,599,599,slither_0_11_3_shadowing_local,shadowing-local,"Wallet.exchangeAUTH(string,address,address,uint256).exchange (../sb/Wallet_F.sol#599) shadows:
	- Wallet.exchange(string,address,uint256) (../sb/Wallet_F.sol#491-518) (function)
"
/home/ryan/Documents/LLM/Code/DeepSeek/Wallet_F.sol,829,832,slither_0_11_3_events_maths,events-maths,"Wallet.updateExchangeFee(uint256) (../sb/Wallet_F.sol#829-832) should emit an event for: 
	- exchangeFee = newExchangeFee (../sb/Wallet_F.sol#831) 
"
